	text	labels
8380667	--Did they make a deal to get what you say they are entitled to under (b)?	1
6931559	--So what is... isn't it a question of degree?	1
2134052	Could they not I  I'm imagining I just heard about...	0
8046645	Thank you.	1
2462772	Well, I think that the Pennsylvania supreme court did go further and say that a purpose of the enactment of this ordinance was to prevent unfortunate secondary effects such as an increase in sex crimes, am I right?	1
413079	Is that something the State is prepared to use first?	1
7219352	So it would help to focus on that.	1
2640228	and that's all. And...	1
7105786	Was that said in the Kiowa case?	1
1957694	--Yes.	0
1824013	Do we have before us here any question at all about qualified immunity?	0
381463	Your point is neither the one nor the other can pay... has the right under the statute or under the... to pay these past debts for food, for example.	1
4459097	Where?	1
1173906	[Laughter]	1
4362898	Can we assume 20 acres of which 18 is wetlands?	1
4589056	It goes from 1727 to 1741.	1
1885198	Then I still--	1
1019782	That just seems so contrary to what Congress intended.	1
8367833	5(A).	1
2305437	Because the relator would have suffered an injury in fact?	1
6690012	Okay, but you've also got a finding which you seem to... I think you want to ignore here, that you should have known in '69.	1
4600260	On what basis?	1
7960547	local traffic...	1
378448	I'm not -- I'm not going to dispute that with you, Judge Ginsburg.	0
6775781	Right?	1
7502036	And...	1
6998511	functions.	1
1477443	Well, let me ask you this.	1
8029372	didn't he?	1
3840520	It may mean something different when you're talking about a state court and when you're talking about a Tribal Court.	1
5176402	Or something more?	1
675429	--I think when a traffic stop is occurring, when an officer has someone stopped, we don't expect them to ignore potential evidence of criminal behavior.	0
8258718	No, but seriously, I mean, what... how could that standard ever be satisfied in the case Justice Breyer gave you, except on... you know, some silly assumption like that?	1
2389316	When did the injury occur here to the respondent?	0
6287003	And doesn't that make a difference?	1
8795240	But does the subcontractor have a contractual right against the prime or not?	1
223671	And is it still done that way?	0
6701771	Miranda itself was from a State court.	1
7734657	And it says, the inability to perform a single, particular job does not constitute a substantial limitation in the major life activity of working.	1
1144479	But you don't mean it's easily... it's not--	0
2591783	[Laughter]	1
7329556	fifteen...	1
3739058	thing about...	1
5110403	Well, would you say that a ship coming in at a port in our country from elsewhere cannot be searched thoroughly without reasonable suspicion?	1
1758028	That has been an assertion that is unproven in the record.	0
3952470	What in that case, what statute were we interpreting?	1
521034	And it is in the area of something traditionally regulated by states.	1
2769058	Except if they heard so much of the evidence, isn't it unlikely that the jury thought they couldn't consider what they heard?	1
7729411	Is that your position?	1
2046952	That was not what...  yes, that's correct.	1
934854	--what the judgment on a different ground, this Court rarely takes submissions, even judicial notice submissions as a matter of first instance.	1
1087986	What's the answer to that?	1
4098673	The effect of the California provision would be to not allocate it at all.	1
1535630	And it would apply as to, what is it, the secondary standards--	1
6523850	So...	1
1618939	There'd be no problem, Mr. Chief Justice, if -- if, in fact, all of that was done before the traffic ticket was written.	0
7519758	I mean, what is... there are only to my knowledge Tribal Courts, federal courts, state courts, what else is there?	1
9034262	could be placed on probation without a willingness to be placed on probation? Is there no choice given to the...	1
5198331	In other respects it looks punitive.	1
295859	Do you concede that?	0
2904308	[Laughter]	1
1997154	Well, the Nix v. Williams case bears on it to some extent, doesn't it?	0
8769121	All right, but since 1925, I take it, it has been the common practice of the schools in Tennessee to engage in interscholastic athletic contests.	1
8857605	What we said in Penry One was that that is not necessarily clear to the jury, but we didn't say that it was irrational.	1
2225823	Well, in... in Batson, I guess the opinion for the Court suggested that it was basing it on the title VII cases, the McDonnell Douglas formula.	0
2139113	Then what the Government wants is yet another extension, and what Justice Breyer was proposing, and that is that any facility that is even used in part for flood control purposes, all the water passing through that facility, including the nonflood water part, becomes flood waters.	1
6907588	point...	1
2571522	required here. i- It would be in the regulations, Your Honor.	1
1023495	But Justice Stevens, it is an option that Congress understood was essential to the vitality of the statute.	1
529114	No, by now we're in the federal district court.	1
2807861	I'm not... I don't know the answer to that, Mr. Chief Justice.	1
2674731	analysis...	1
9003840	Like Justice O'Connor, I'm inclined to think that the underlying... if the underlying claim is a denial of a constitutional right, it may suffice.	1
93404	disability has en-	1
7945838	Well, is it possible that showing consumer confusion could be considered by the court on the issue of what's the fair use?	1
135051	of choices.	1
5763454	Are any of the other provisions enforceable?	1
